text,hate
100% Correct,1
Modi aur rajnath ab phir se sirf ninda krenge aur kujh nhi kar skte aur na hi krte h,1
"Wait and watch
Don't do irresponsible reporting
Already a lot of mess already unreported and ignored by you.
Clear that Backlog first",0
And what this man did when he was CM? He didn't spare the grass meant for cattles. He is supposed to have looted 1000 crores worth fodder and is a convicted criminal on bail.,1
"Wow der Wahnsinn, Super, eine schöne Frau die genau weiß was Sie will",0
Should I buy Dr. Reddy's Labs? What is the long term target? Have already bought at 2900. Should I average out?,0
Why am i watching this ..cuz tht reporter is cute 😂😂,0
#ShameOnICC #INDvPAK #PAKvIND   Let's hope the Rain doesn't spoil this. https://t.co/yTgnDPFTJG,0
Trump teases additional deal that Mexican Foreign Secretary suggests doesn't exist #Resist #ResistTrump #FuckTrump https://t.co/f1E69yd5Q2,0
Twitter: #ShameOnICC is Trending  ICC: Wtf? WHY?  Indians: https://t.co/ePPRiiCBPz,1
You are true but India pakistan live side by side so if it take place war like above picture then more soldiers will die... AND USA does drone attacks on certain part of pakistan.. Prime minister needs to buy some bullet proof jacket for soldiers instead they are busy allocating the money to so called poor parliament people rekha and Sachin who even hadn't attempted how parliament really looks like,0
Dear @ICC @cricketworldcup we need #INDvsPAK match even if rains will happen. Football or hockey or swimming depending on effective rain.#ShameOnICC #Cricbuzzlive https://t.co/QpeNaXQz0e,0
Dear @ICC if uh r capable of removing that #BalidaanBadge from @mahi77881 daily routine then do whatever it takes and i bet uh he will never keep that symbol apart from him..  Even his daughter's t-shirt says- 'my dad's a para'.  Then who uh r #BalidaanBadge  #DhoniKeepsTheGlove https://t.co/MMBtH6RMsK,1
"vacancy for the post of cm ,ministers, m.l.a ...interested may apply -make it simple cnbc tv 18 ..you people are complicating",0
"#ShameOnICC worst planning, no ground cover #ICCWorldCup2019 going in the lines of 2007 world cup in the west indies as a super flop rain show . #ICC &amp; @ECB_cricket run by jokers with no organising skills #CricketWorldCup19 @rahulvg",1
"Haha, so 60 years no development, only loot !!! Good you accept now !!",0
"Who doesn't understand your thoughts they have brain tumour, they never understood",1
Now he is going to be a headache for his co-passengers during the train journey.,1
What do u thnk??? Now its a lost battle for u my dear...if u follow the order - yes u have lost and if you dont follow then we know how to make it a diplomatic victory.... u just wait n watch😂,1
"What rubbish u r talking about?Muslim.are peaceful ,the whole worl d is affected by ur peaceful act.as far indian muslims are concern Its all due to some of ur muslims the whole community comes under lens, definitely its wrong but  u can't deny that people are there within ur community who endorse pakistan overwhelming and they know that u can do  in india and get away.Do any pakistani muslim endorse india he or she will has to make his or her aay to the jannat.",1
@Wimbledon and @icc should have some sort of communication 2019 will have two final on same day #July14. How can someone be so wrong on planning such an important event #WC2019 #ShameOnICC #ICCWorldCup2019  pathetic planning https://t.co/M2KmJZIiE3,1
"@RashidaTlaib You want to boycott Israel?  The only human rights violations occur in your Palestine and Muslim countries.  I implore you to go to Palestine with the mouth you have, you would not last. True Muslims would rightfully discipline you. You and Omar disgrace Islam",1
"If it is not addressed in less time 
There will be a huge impact on economy",0
How much would you be willing to pay to see Trump get the shit kicked out of him? #fucktrump,1
Muhammad Saqib Nawaz Saki then Ur excepting that u voilate ceasefire & also answer was given to u as u need to have by ur army,0
After birth Baptism to become Christian Sunta to become Muslim BUT every child is born HINDU,1
"In which stock to invest today, for getting return as in eicher  motors from prices of 2007 to 2017",0
#ShameOnICC    Shame on ICC    ICC was exposed where is there preparation     Shame https://t.co/e99J1AeMrC,1
"What else can you expect from criminal RSS,BJP, leaders in power.",1
I love Punjab but not playoff,0
Already there is a big terrorist oganisation exist RSS and affiliate group those from you belongs,1
"yes bank ce 1340  2 lot @16, current rate 12 so give me suggestion",0
"Bengalis are half muslims, maybe mamta effect or Bangladeshi affect,  they marry their daughters to kashmiri muslims who do shawl business in kolkotta, I have seen lot of Bengali ladies in muslim homes at kmr",1
"I have wonderful doctors, who have gone beyond the call of duty to support me during difficult times.   #ILoveMyDoctor    #SaveTheSaviour   #DoctorsFightBack   #DoctorsProtest   #SaveBengal   #SaveBengalFromTMC   #doctors_against_assualt",0
@realDonaldTrump Oh no!! Who will you find to lie for you so effortlessly? Will the new person do their job for which they’re paid and hold press briefings more than twice a year? #TrumpLies #TrumpsWorseThanNixon #DesperateDonald #FuckTrump #ByeFelicia,0
bitter truth...must accept it.,1
This is how ICC see ms dhoni gloves #DhoniKeepsTheGlove https://t.co/TBPX6mKv6V,0
Incredible India!,0
Well said,1
#LeonPanetta: #Trump’s Foreign Dirt Bombshell Violates Oath Of Office .....#TrumpIsATraitor  https://t.co/L0hZijZcUo,1
#FUCKTRUMP  YOU ARE A STAIN ON THIS COUNTRY'S HISTORY.  YOU SHOULD BE ASHAMED OF YOURSELF AND YOUR ADMINISTRATION.,1
@digitalhen BoJo the COWARDLY Clown!    It's heartbreaking to see the UK disintegrate into a joke country!     😭  #BorisJohnsonShouldNotBePM   #BrexitShambles,0
@losingmycool She is more of a Patriot then that treasonous Russian loving trump. #fucktrump,0
@cricketworldcup Guess who would be the winner of this #CWC19?     Team who gets maximum points from the abandoned matches 😄 #ShameOnICC #WIvsENG @ICC,0
ISIS Aatankwadi Spotted...Anti-national,1
@realDonaldTrump Despite all your corruption we will be  great again once you're out office and in jail where you belong! #idiottrump #derangeddonald #billiondollarloser ##trumpiscompromised,1
Remove article 370 to end terrorism,0
"Asrar Nazir....I spoke witg many Turks. Apart from, we have social media. He imposed Islamic law in secular Turkey. Backed ISIS by using Turkey as a transit for joinees worldwide. He is also working hard to oppress and disappear opposition....Modi didn't make any of these.",0
Gospel in devil mouth haha,0
"@megan_thescript @LittleMissLizz Today at the bank an old lady asked me to help check her balance... So I pushed her over. 🤷‍♂️    These are my dogs, Sophie and Maggie.  #FuckTrump https://t.co/Dw9Mv4kDv3",0
"You know, I really want to tweet something negative to #OJSimpson but I won't because I know that's what he wants us to do. #IGNOREHIM #murderer #monster",1
mr parminder whom u refer to here in your comment,0
@SpecialCoverage @DrKumarVishwas #DoctorsFightBack @AmitShah Dr Vishwas has given up on Mamta Banerjee.Dr Vishwas is appealing to Home and Health Minister and not to CM W Bengal.He knows  there is no point appealing to a Vote Bank politician who has put lives of CItizens at Risk. https://t.co/TjOWhhC2bW,0
This is the face of fascism coming to America! Remember he also signed bibles like he’s the second coming of Christ. #TrumpIsATraitor #ImpeachDonaldTrumpNOW https://t.co/tdZcJQnTXD,1
"I think one day not longer These Hindu Terrorist will be disappear from the  earth , especially good Hindus will kick them out from Politics to teach them lessons.",1
@GOPLeader Happy #JohhMcCainDay @realDonaldTrump !  #TrumpIsATraitor  #MAGATraitor,0
"He could have made his point without mentioning a particular religion. His comment has merit but the way he expressed is too immature. I've lived nearby various religious places like Mandir, Gurudwara and Masjid. All religion pretty much do the same, Hindus do bhajans on ""LOUDSPEAKER"", Muslim do azaan on ""LOUDSPEAKER"" , Sikh do ardaas on ""LOUDSPEAKER"". It is the noise created by those LOUDSPEAKERS that causes the annoyance.",1
@MittRomney #JohnMcCainDay Thanks for fund raising on the promise of Obamacare repeal from Republican voters only to screw them over by deciding it was more important to put yourself first just to screw Trump in a personal vendetta.  A RINO LIKE YOU!  'preciate it. #Douchebag https://t.co/femzVhXxde,1
We don't need to check D.O.B Of a #rapist.if he is matured enough  to rape he is matured enough to he #hanged  #PMNarendraModi #pmoindia #NaveenPatnaik,0
"Of all Boris Johnson’s appearances on TV, tonight was definitely my favourite. #channel4debate #BorisJohnsonShouldNotBePM #BorisJohnson",1
Lic housing 2lot @536 and 2 lots @1546 should I hold..??,0
@IvankaTrump This comment section is filled with Russian bots and NASCAR fans #FuckTrump,0
"@annshawww @Arya_Here @AlexMampilly @ashishvijayver1 @JagratiGupta3 @Swamy39 @msdhoni No shock! They could have offered Namaz in locker room or anywhr else, why Cricket ground? Obviously that puts restriction on others (u wont agree). If religion is private affair why showoff and impose? #DhoniKeepsTheGlove",1
awesome.. :-D,0
Wow price was quiet good but will c performance show it worth for it,0
"above stocks have crossed the crash test ----> bears and bulls in the investment jungle ----> go for glen, sun -safe to play , hero , tvs -another safe play , gnfc --gujarat is ruling india so -high returns , blue star--summer special",0
Dats y they r choosing greatest genocider communists?dats y they hv largest prvt army?,1
"मागते रहो भीख आतंकबाद खत्म करने की ।
अरे खुद ही कुछ करो ऐसा कब तक सहन करेगे ।",1
Janta ka paisa aa raha h tabhi malya jeso ke 7000crore maaf kar diye,0
"Why not stop printing brand name by law, why onus on doctors?",1
If true this is what India needs. Innovative and creative. NOT whining ranting complaining and self destructive paranoid comments,0
"Problem lies in the Govt, they have only lied and fooled people.",0
ICC Rain World Cup 😀😁😂🤣😭    #ShameOnICC #CWC19 #INDvNZ #FridayMotivation #NBAFinals @ImBhupenSingh19 @ICC @BCCI @cricketworldcup https://t.co/DNOFfJAlew,1
When our nation will rise/walk from the deep sleep. As pakistani daily killing our soldier in the border and security forces and civilian in the country.,1
#GandiNaaliAbuse Congress has taken Indian polity to a new low. Its shameful that this party has such irresponsible leaders who hardly respects the democratic institutions.,1
I am with #Sonu,1
"GST Bill is very important bill for the growth of Indian economy .such bill must pass earliest , oppositions must support for such bill.",0
Also using the same while free schedule found phone calling very poor performance and little bit disappounted. Its not understood living in Ahmedabad gets such annoying experience then wt abt small places or towns ?,1
only air india all problem ...where as private airliners never have problem .......work versus no work,1
I think you are Rahul Gandhi supporter,1
@pythoroshan @adite Its a sad day for society at large when Doctors have to fight to https://t.co/p4Gs5Bwgxs justice seems to be a myth   #SaveTheDoctors #SaveBengal   #DoctorsFightBack,0
"Why India Should #ScrapIndusWatersTreaty
Indus Water Treaty Is Illegal
The case of the 1960 Indus waters treaty, it has been signed by then Prime Minister Jawaharlal Nehru and “nowhere it is declared that the said agreement/treaty has been signed in the name of the President of India”, 
“According to the ministry of external affairs documents, nowhere disclosed agreement has been signed by the Jawaharlal Nehru for the President of India...,” 

“According to the impugned agreement 80% water goes to Pakistan which is a serious injury to the fundamental right of the citizens of India coupled with further financial and natural injuries to national interest.”

If We Indians Keep Quit Today Our Future Generations Will Blame Us And Never Going To Forgive Us

India Need Be Like China Fast And Furious And Must Have Ability To Say On Face.
China Claim South China Sea 
China Made And Develop 7 Artificial Man Made Islands On The South China Sea So Quickly 
Then Why Can't India Stop Water From Our Own States And Union Territories Of India
We Need To Build More Dam On Indus River And Must Have Iccha-Shakti To Say Only One Sentence To World Bank F*ck Off 
India Is Scraping Indus Waters Treaty

If China Can Do For Their Mother Land 
Then Why Not India (If India Cannot Do)
Then Their Is Some Serious Problem In Our Indian Government System With Our Political Partys And Also With Our Useless Politician.
Who Just Know To Bark But Cannot Take Action.

http://siteresources.worldbank.org/INTSOUTHASIA/Resources/223497-1105737253588/IndusWatersTreaty1960.pdf",1
joy  bjp joy,1
Do you think that the fiscal strength of the economy will be hugely enhanced if obstacles to Goods and Service Tax (GST) are resolved ?,0
Shocking.,0
"So sasikala is still the queen in abdication 
What a farce politics in Tamil nadu",1
"koi nai modi ji rehne do bss ab aap se nahi ho payega, bss ab to ek yhi kaam rh gya hai ki ek or celebrity doond lo jo unke baccho ka further expence utha paye😡😡 . Hope so aage kisi politician ki himmt ho jo apni aulaad ko shaheed hone pr fakrr kre or pakistaan ki iss karyavaahi pr KADI NiNDA kre",1
Nah - you're a disgrace to the real America. Also - women can't be an Imammy. America will destroy Islam - slowly but surely or at least we can hope. May allah take you home early to live with all the islamic bs about their 'heaven' lol,1
Bhakts are busy in giving Bad Rating to Zomato on Playstore  ,0
"-50'C to -70'C avg. temp in #Siachen, in winters(avg. people feel cold +15'C)    In such #Skull freezing envrmnt #IndianArmy protect #us    But people like kanahiya kumar referred #IndianArmy as #rapist and supports who abuses and throw stones at #IndianArmy    https://t.co/gI6xQum7Ln",0
LEADERSHIP CONTEST    If I were Boris I'd l steer clear. Let the BBC suck these neverwozzers into slagging each other off on TV &amp; turning it into a media circus. It's what they're good at.  #BorisJohnsonShouldNotBePM  #leadershiphustings https://t.co/F2XDb1h2oE,1
"Trump a national security threat.  Trump a disgusting SOB. Trump a national embarrassment.   Trump a treasonous traitor.    Trump a delusional piece of shit, whom only a handful of deplorables like.  Trump a treasonous traitor. #TrumpIsATraitor #ImpeachTrumpNow https://t.co/Dyzg7iJa95",1
"@realDonaldTrump @USArmy @realDonaldTrump And YOU had NOTHING to do with it! If they're so great, why do you keep selling us out to #NorthKorea and #Russia? Oh, right. Because #TrumpIsATraitor.",1
"Why so, you need lakh of Rs to have descent dinner. Don't you people use cards or don't know how to use cards. Idiots!",1
"@TheRealOJ32 Happy Father’s Day especially to the father who buried the daughter you murdered, and the father who buried the son you murdered. Just go away you scumbag. #Murderer",1
"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-12935304
Install 7-8 apps in the champcash and start online work",0
"On Sunday evening, militants fired at Abdul Rashid Parray alias Rashid Billa at Hajin in north Kashmir",0
"If smriti irani can offer bangles to Manmohan for that tragic attack, Yes I have the right to offer Modi bangles and even Bra😂😂😂😂.",1
"Dear @ICC arrange a boat race championship in flooded grounds instead of @cricketworldcup n give the trophy to our captain, as no team can match our fittest  @imVkohli n his men in any sports  #ShameOnICC @BCCI  #ENGvWI https://t.co/3nelVXi3oc",0
#MamataLosingControl #mamtafrustrated #DoctorsFightBack   @narendramodi sir kindly impose #PresidentsRule over #WestBengal to #SaveBengal https://t.co/4FGGI2ldXg,0
What illness doctor sahab?,1
I have 7 calls of 280ce icici bank Oct expiry please please comment @ 2 rs now 1.5,0
"Boris Johnson Elected New PM for the UK, 2725 - YouTube Obama was a quisling, and Islam apologist, a cultural Marxist. Hope Palmer is a disgrace to the presidency of the United States ",0
The way @ICC is hosting the tournament in England without checking the weather conditions #ShameOnICC   If rains continues then @ICC should reschedule the matches  #CricketWorldCup2019,0
Jeez has Uri Geller got to him it seemed to work with Treasonous May,0
Let's just Science. Screw the rest.,1
"Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingControl #BengalDoctorsStrike #DoctorsFightBack https://t.co/2moqn60PRE",0
not able to compete and run business and now crying foul,0
"The problem with we Indians is we only do ""kaddi ninda"" but when it comes to action we shut... either we are too busy pleasing the western states or too afraid of china.. 
I just dont understand y we are spending billions on defence if we cant protect our men .. shame",0
"@realDonaldTrump @IngrahamAngle #ResignNow, Little Donnydondon.  #Tre45on  #FuckTrump  #ResistFascism  #BillionDollarLoser  #ImpeachTrumpNow  #25thAmendmentNow https://t.co/loeDKrXyfo",0
Only uneducated can comments on the ability  of  PM,1
"Oh Boris the #dickhead. When ‘Hue mans’ (dark brown Africans) were building pyramids in Africa and created civilisation itself, I think it’s fair to say ‘they had high IQs’! What say you ‘dumb arse’!?  And your propaganda is wearing thin by the way🖕🏿🤓FOH https://t.co/VRhIL6DoPe",1
"Aapiyo..... sorry to say but people are turning into bhakts.... Kumar vishwas is one of them.....“If after riding the plank of anti-corruption to form a government in Delhi, your own people indulge in corruption and if you(the leader) try to save them and issue no statements, people will question you,” he said in a veiled reference to Delhi Chief Minister Arvind Kejriwal. Tum log EVM ko blame karte raho aur log Punjab, Goa, Rajouri Garden ki tarah har jagah tumhari bajayenge....!!!!",1
Agreed . Check Hollywood movies and you will find the difference.,0
Seriously?,0
Congratulations To win AzamgarhAnd stagity is very good for uttar pradesh You are The Next CHIEF MINISTER OF UP IN 2022,0
Ban Life time,1
@AmyRoseKathryn I wonder what wonderful experiences await him in prison. #dickhead,0
"BJP workers being lynched,CBI officials heckled,PM&amp;Amit Shah rallies not allowed,Durga Puja not allowed,Jai Sri Ram banned,abusing the PM in the worst possible way,today she cares two hoots for her citizens health.#DoctorsFightBack What else is required to impose president rule?",1
Sandeep Bhardwaj What you miss out are the changes brought out in the original draft of GST for acceptance by all party. Congress was trying to shove it down the throats their draft proposal without discussion.,0
Is today’s rising #xenophobia a product of Iceland’s racist past? #Islamophobia #antimuslim https://t.co/8QPDU2kd0D,1
Yes misguided by Quran,1
true that !,0
#DhoniKeepsTheGlove the #ICC is the new british raj dictating on the colonies what and what not to wear. #BCCI looking at money aspect will bow down to its british raj masters,0
"Padma awards are given by Center. 
Congress should facilitate them. They are Man of the Match. When all the wickets were tumbling down, these 7 batsmen could hold till end. 
Award can by PAPPU Shree.",1
Swayam Sewaks are always ready to take this responsibility with Lathi in hand and communalism in mind.,1
@adam_ni This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳,0
Cows are live stocks .Lynching for stealing cows by villagers happened in my state Odisha too & those were killed was Hindus. #NDTV should'nt paint this in communal colour.,0
"David Jones thinks Boris Johnson is best placed to take on another ´big personality´, Farage. 'He is the most recognisable politician in the country.'  So?  Trump is the most recognisable politician in the States.  @ElspethElspeth #BorisJohnsonShouldNotBePM   https://t.co/kqFXPGsZBW",0
Where is Sushma Swaraj now?,1
Sir and madam I have bse @1000 what do with bse every day going down,0
Moazzam Shaikh what about a dalit marrying your daughter ??...lol.....you speak alot of BS...arent you,1
Yes - it's a cash based economy so the steps demontization will affect the GDP and future growth. The poor will suffer. Want to chase the black money - go to the Swiss bank,1
Why you drag instagram stuff in fb news page?🤔 No real news up your sleeves?🙄,0
Read it. Slowly   #Savethedoctors #DoctorsStrike #DoctorsFightBack https://t.co/e4qAfWRble,0
The dictatorial and #IGNORANT nature nature of this #POTUS45 #trump is a #discrace !  #TrumpCrimeSyndicate  #TrumpIsATraitor  Trump Ordered Dramatic Cuts To Expert Science Panels https://t.co/UnNQ6YqU3f via @dvergano,0
Pretty zinta is a real woman and doesn't belong to the gang of dumb beauties of Bollywood ...Respect !,1
There is too-much difference  in cash award announced in comparatively of position achieved. Bronze medalist value should be approx 70% of Silver medalist value.,0
"https://t.co/K7VpXJJ1xW    #Trump is an example - success can't be measured by money but the level of complexity of the journey    He had everything to become a better person    Instead, @ 73, he knows nothing except to commit a crime    #TrumpIsATraitor #ResistersForum #FBResistance",0
He means to say that he has created many opportunities..!!😜👽,0
Useless remark,1
"Some Pakistanis claim it is fake, some Pakistanis claim it is surgical strike. 
But I claim... Pakistanis first be sure what is your father's name.",1
"Iyogi employees need justice ..
Most of the employees, even people in higher ma0ement have not been paid for more than 3 months...
There are people who even feel to commit suicide now as they are broke..",0
Because navratri is does not take place daily dear 🖕🏻,1
"Congrass is end of india, that's why they joined SP 😂😂😂😂",1
Please share ur views on Lic housing fin and idea,0
"Everything is being don't to defame APP. Before every news channel name, Modi's name should be there...",0
A vision that is set to change India and  the world.,0
At least try to respect serving president. If don't get then learn from you parents,1
"I love this bill, I think they should start printing them #FuckTrump https://t.co/NY9CuyivGl",1
@IndiaToday #DoctorsFightBack  #DidiDividesIndia    No Wonder Junior Doctors &amp; even Interns of Bengal Hospitals SKIP cM's call for meeting and refuses to meet the cm.,0
Hello pls may I know your views on idfcbank and rblbank ?,0
"Pakistan made Indian currency over, black money holders in big trouble. We admire Modi",0
"world Muslim population explosion is real & will permanently change course of human civilization.    If BJP not take it biggest challenge n control the population,     Dark days r Ahead.    What has not happened in last 10K yrs will happen in next 50 years!    @AmitShah @narendramodi",1
ICICI had assisted Akanksha Foundation in its early years for its developmental projects to the underprivileged . Wishing success to the organisation  in their endeavours !,0
Girl pls don't get a dog 😜,1
"Currently, both Hebrew and Arabic are Israel's national languages.",0
Shayad se yeh 2 channels opposition se ma0ed nai hue to usse BJP ma0ed bata diya....,1
It look like dis pig be taken big amount from bjp. Daily come up with new drama. Wat was he doing from last 2 years. After sack and kick from minister suddenly he realised about 2 crore land scam foreign trip etc. When he was enjoying cabinet he didn't even hasitate to use psychopath and ch*Tia in public domain to attack BJP.,1
"Shut that speaker soon i might find a relative around but i won't visit if temple interrupts my sleep, plz",1
@joncoopertweets Trump doesn’t pay his bills - he never has and never will - u must sue him in court #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption,1
Absolutely mortifying what is happening at our border. These camps should be preserved purely for education. Instead they're being recycled for the same purpose. #FuckTrump https://t.co/vUeW7QRLXA,0
In 2022 Modi was Normal citizen like you and me! Why he thinking tooo much !!!,1
#DoctorsFightBack vs #LeecheeFightBack how many competent Doctors Intelligent General Class (NonResereved) in Bihar to save babies!,0
"He’s always been a fraud, cheat & racist. But this behavior is off the charts insane.  #FuckTrump",1
"You are privileged doesn't mean that everyone is.. Mothers go to work not just for herself but to give better education, lifestyle to her kids.. We respect your views but no need to degrade the very sentiment of working moms!",1
@realDonaldTrump YOU'RE the biggest scandal in the history of the United States of America.    #ImpeachTrumpNow  #UNFIT  #TraitorTrump  #HighCrimesAndMisdemeanors  #NoOneIsAboveTheLaw  #ObstructionOfJustice  #TrumpRussia  #Collusion  #TrumpsWorseThanNixon  #IllegitimatePresident  #FuckTrump    #Resistance 🇺🇲🇺🇲 https://t.co/XBxBosSojD,1
So he joined bjp internally.,1
Lalu also speaking on ethics and integrity....such a shame Lalu...amoeba by nature criticizing the PM...,1
It shudnt..after all jingoism is worshiped here n u guys promote it.,1
"You could be dying and all you will hear from doctors is its a virus BITCH MY BABY HAS A TEMP OF 104 how the fuck is that a virus. All she does is puke, oh wait its because shes teething hahaha ok.",1
"He’s disgusting. He doesn’t need to say a thing. His presents, his voice send me over the edge.  You just know he’s about to say something inappropriate, racist or incoherent. I can’t pinpoint just one specific thing, because everything about him is sickening. #FuckTrump #FuckGOP",1
Defame of National Flower by this loser,1
Anuj Sir guj nre not get my delish inititate debt restructuring,0
I always called you top class dear...wish to know u r political  priority?,0
Anna ji agent of BJP.,1
We in this Government will work flat out to give this country the leadership it deserves. That work begins now,0
Yay!  #JohnMcCainDay   #FuckTrump   #JohnMcCainDay   #JohnMcCainDay   #FuckTrump   #TrumpMustResign   #JohnMcCainDay   #JohnMcCainDay   #ImpeachTrumpNow   #FuckTrump   #JohnMcCainDay #JohnMcCainDay   #ImpeachTrumpNow   #ImpeachTrumpNow   #JohnMcCainDay   #JohnMcCainDay   #JohnMcCainDay   Oh yeah!,1
"@DanteAtkins @livegreenordie Good. Give him fake briefings. Tell him things, he won't know the difference... #TrumpIsATraitor",1
I cant see why our govt is not stopping the  entry of Chinese products into India which could be hazardous to health. Who is the dalal who is earning money in its import. Shameful.,1
"He is right in my view.. prayers are made by heart no by loud speakers..
If honking is against law then miking should be toooo",1
Brave man modi...taking hits from all sides..we r lucky to have  aleader like him,0
"@NRATV @DLoesch U should be filmed while u are made to walk through a the scene of a mass shooting where dead children are present, uncovered, bodies torn apart by guns, and, tell us all about your belief in profit before life.  #murderer",0
@SocialM85897394 I prefer #Dickhead,1
"Indian express paper is one the waste paper in India, it got disappeared from market,",1
You mean prophet Mohammad.. who raped 9 yrs old ayesha.. ~? :p,1
Proud of @msdhoni for using Balidaan badge over his glove.   #ICC has no business to take objection against this.   Big commercial brands logo will do but not national pride ?  Its nonsense. Condemn it.  #DhoniKeepsTheGlove,1
nice one!! well said!!,0
"Worst is when you see non Pakistanis giving the laugh emoticon for this article. Shameful people!! Even when this happens to Pak Army it is a disgraceful and utterly cowardly act!! Don't worry laughing morons, this week has not ended, porki army corpses will be served hot soon",1
"As doctors continue to resign en masse, the centre sought two detailed reports from the #WestBengal government including the measures taken to contain political violence in the state.     #BengalDoctorsStrike #DoctorsFightBack   https://t.co/fII3ait6Go",0
"You are exaggerating my frnd...most Hindus don't hate muslims atleast in India...can't say about other country though.....afterall we look the same, our behavior similiar so this is just a hype",1
"Anna ji is a simple and respected Senior, and the clever politicians are misguiding him. Presently he is not in the know of things and once the true picture is clear to him, he'll change his views. He doesn't need to join AAP or any other Political party. He just needs to give his blessings to the youngsters.",0
I'm sure they get laid good and can easily get a govt job after they retire and then there are those who make money by selling alcohol and other cheap canteen stuff at high prices. Based on performance they get medals too!,0
It ll happening everyday for private buses need to reach on time so that they can make more money and trips. Since this video went viral actions has been taken and RTO had meeting with all private bus owners to stop this nonsense at least now.,0
such ministers should teach lessons for misuse of powers..n we the public only choose such illitrate n gundas ministers .,1
And the protest is on  @ArdPgimer    #DoctorsFightBack #DoctorsStrike #doctors_against_assualt     @htTweets https://t.co/nLTk7KvTjF,0
ಇಂದಿನ ಇತಿಹಾಸ History Today ಫೆಬ್ರುವರಿ 12  https://t.co/fGeqyf5eyT  #ಇಂದಿನಇತಿಹಾಸ #HistoryToday #ಫೆಬ್ರುವರಿ12  MS Dhoni  #IndiaWithDhoni  #DhoniKeSaathDesh  King of Clay  #Virus  #DhoniKeepsTheGlove  #WWESSD  WWE Super ShowDown Saudi Arabia  Insignia https://t.co/3GSp6fQ1ca,0
This shouldn't stop unless there's a strong action from the centre in the form of a law to protect doctors. #DoctorsFightBack #SaveTheDoctors https://t.co/dlZv91izwB,0
Doctors turn down Mamata's invite; demand apology  #DoctorsFightBack #DoctorsProtest #DoctorsUnderOppression #MamataBanarjee     https://t.co/5Pr07aItUD,1
Anuj how was you Goa trip did u played the poker?,0
People who document evidence of violent extremism are being shut down in Youtube's crackdown on violent extremism #Resist #ResistTrump #FuckTrump https://t.co/khMOn8hFG5,0
If cash disbursal was ma0ed then black money could not be removed.,1
"Sensex would indeed touch 22,000.

In our opinion we are on a brink of a global collapse there will be a cyclical recession in the time period of 2016-2018.

Global events that will exacerbate the recession:

- IMF's Foreign Reserve basket adds Chinese Yuan to its Forex basket reducing Euro's contribution to this basket by a considerable 7%+
- Euro will considerable depreciate 
- BREXIT - British Voters will actually vote for Britain to leave the EU
- US Elections and it's uncertainty.
- Crude Oil Glut
- China Debt-to-Equity conversion 
- Shemitah year of 2016

A Major global sell off should have happened on 2 October 2016 but as that is a Sunday on 3 October 2016, which is a Monday we will witness a global sell off and Global markets will correct in excess of 8%+ 

Targets in the range on 2016-2018
(All prices are in Rupees

Sensex: 18000-19000
Nifty: 6200-6400
Bank Nifty:8500-9000
ICICI bank: 110-120
SBI: 95-105

Google ""Shemitah Year 2016"" we are headed for the biggest blobal recession yet.
You have the opportunities to either become rich or become poor. 

Sit on cash don't buy anything right now.
Until, we reach the above Targets, you should sit on cash.

Welcome to Shemitah Year 2016.
Either you become rich or you become extremely poor the choice is yours the market has already dropped so much from 2014 that all gains have been wiped out and now we are in negative.",0
Hats off for ur sily move. Common people are sufering not u cheaters ..,1
A billion people waited for four years to watch how it rains in England.   #ShameOnICC .,0
If this News is true I m more den happy,0
I m so sad ki rahul hr gye.. ye up ke logo ne bhut galt kiya..,0
Kindly focus on nexus of drug Mafia as u promised before election...for Mrs Gandhi lots of chamche sitting in Delhi,1
"Hi , Can We expect NBFC to Rally more ... ur Views on LT Finance",0
Marlon Craft - Gang Shit (Official Music Video) https://t.co/jh7QJds6n0 via @YouTube @GOP #FuckTrump #CopsAreTheGang,0
"If they are willing to put their Nuclear program under IAEA, then we have no problem.",0
Voting good  work,0
"China is hungry for land and main target of China is to occupy Baluchistan, Kashmir, Tibet has all ready captured",0
Have they actually received it...looks like these are all announcements...,0
Thanks MSD...Now the entire world knows about 'Balidan Insignia'    #IndiaWithDhoni #DhoniKeepTheGlove #BalidaanBadge #DhoniKeSaathDesh #DhoniKeepsTheGlove https://t.co/WalrLiRmZA,0
Such comment by such a public figure is quite annoying bcoz we should not b against such sort of things as we live in a country with a lot of cultural and religious diversity so if people r mentioning  such sort of creepy things where everyone of us live in brotherhood inspite of all this we should respect everyone's feeling and believe,1
"@smiller4002 Hi Scott. Count me in please, and thanks for uniting all #Resisters   #HappyJohnMcCainDay  #HappyJohnMcCainDay   #HappyJohnMcCainDay   #HappyJohnMcCainDayJune14   #FuckTrump",0
